IP地址,端口,TLS,数据中心,地区,城市,国家,网络延迟,下载速度
193.123.32.61,443,true,FRA,Europe,Frankfurt,DE,265 ms,2763 kB/s
8.218.188.129,2053,true,HKG,Asia Pacific,Hong Kong,HK,35 ms,2756 kB/s
8.222.133.247,2096,true,SIN,Asia Pacific,Singapore,SG,204 ms,2746 kB/s
8.222.229.102,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,2738 kB/s
150.230.202.232,2096,true,NRT,Asia Pacific,Tokyo,JP,100 ms,2734 kB/s
8.222.252.150,2083,true,SIN,Asia Pacific,Singapore,SG,212 ms,2724 kB/s
8.222.248.188,2087,true,SIN,Asia Pacific,Singapore,SG,191 ms,2722 kB/s
8.219.253.18,2087,true,SIN,Asia Pacific,Singapore,SG,204 ms,2710 kB/s
132.226.200.147,443,true,FRA,Europe,Frankfurt,DE,229 ms,2704 kB/s
8.222.164.44,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,2689 kB/s
8.219.60.130,2096,true,SIN,Asia Pacific,Singapore,SG,204 ms,2683 kB/s
131.186.59.232,2096,true,HKG,Asia Pacific,Hong Kong,HK,150 ms,2673 kB/s
8.219.174.213,2087,true,SIN,Asia Pacific,Singapore,SG,191 ms,2672 kB/s
8.219.79.74,2087,true,SIN,Asia Pacific,Singapore,SG,216 ms,2671 kB/s
138.2.168.147,443,true,FRA,Europe,Frankfurt,DE,261 ms,2660 kB/s
8.219.100.168,2083,true,SIN,Asia Pacific,Singapore,SG,201 ms,2659 kB/s
8.222.252.150,2053,true,SIN,Asia Pacific,Singapore,SG,209 ms,2651 kB/s
152.70.61.105,443,true,FRA,Europe,Frankfurt,DE,240 ms,2640 kB/s
8.222.162.45,2096,true,SIN,Asia Pacific,Singapore,SG,194 ms,2629 kB/s
150.230.119.60,443,true,FRA,Europe,Frankfurt,DE,255 ms,2627 kB/s
8.222.137.166,2096,true,SIN,Asia Pacific,Singapore,SG,201 ms,2596 kB/s
8.222.128.131,8443,true,SIN,Asia Pacific,Singapore,SG,186 ms,2589 kB/s
8.222.249.190,2096,true,SIN,Asia Pacific,Singapore,SG,209 ms,2589 kB/s
8.222.152.165,2053,true,SIN,Asia Pacific,Singapore,SG,194 ms,2587 kB/s
8.219.99.169,2096,true,SIN,Asia Pacific,Singapore,SG,199 ms,2580 kB/s
140.238.32.184,2096,true,NRT,Asia Pacific,Tokyo,JP,97 ms,2578 kB/s
8.219.185.191,2083,true,SIN,Asia Pacific,Singapore,SG,185 ms,2531 kB/s
8.219.142.229,8443,true,SIN,Asia Pacific,Singapore,SG,208 ms,2528 kB/s
158.101.149.122,2053,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,2458 kB/s
47.243.183.127,2083,true,HKG,Asia Pacific,Hong Kong,HK,37 ms,2453 kB/s
140.238.36.248,8443,true,SIN,Asia Pacific,Singapore,SG,177 ms,2448 kB/s
141.147.78.47,443,true,FRA,Europe,Frankfurt,DE,228 ms,2442 kB/s
131.186.61.45,8443,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,2441 kB/s
8.222.129.32,2087,true,SIN,Asia Pacific,Singapore,SG,188 ms,2428 kB/s
131.186.62.26,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,2394 kB/s
8.222.224.162,2083,true,SIN,Asia Pacific,Singapore,SG,211 ms,2382 kB/s
150.230.115.10,443,true,FRA,Europe,Frankfurt,DE,246 ms,2364 kB/s
8.222.145.110,8443,true,SIN,Asia Pacific,Singapore,SG,207 ms,2362 kB/s
8.218.8.142,2083,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,2359 kB/s
8.219.184.92,2087,true,SIN,Asia Pacific,Singapore,SG,206 ms,2357 kB/s
158.101.137.74,2083,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,2339 kB/s
138.2.137.8,443,true,FRA,Europe,Frankfurt,DE,252 ms,2328 kB/s
141.147.174.7,8443,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,2326 kB/s
8.222.248.188,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,2295 kB/s
131.186.44.38,2096,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,2285 kB/s
193.122.52.218,443,true,FRA,Europe,Frankfurt,DE,250 ms,2278 kB/s
8.222.175.78,2087,true,SIN,Asia Pacific,Singapore,SG,192 ms,2264 kB/s
130.162.241.150,443,true,FRA,Europe,Frankfurt,DE,232 ms,2261 kB/s
141.147.189.242,2096,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,2260 kB/s
141.144.196.128,443,true,FRA,Europe,Frankfurt,DE,255 ms,2254 kB/s
8.222.145.164,2053,true,SIN,Asia Pacific,Singapore,SG,186 ms,2250 kB/s
132.226.129.42,443,true,FRA,Europe,Frankfurt,DE,246 ms,2244 kB/s
141.147.168.159,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,2204 kB/s
138.2.104.2,8443,true,SIN,Asia Pacific,Singapore,SG,213 ms,2204 kB/s
8.222.145.164,2083,true,SIN,Asia Pacific,Singapore,SG,214 ms,2201 kB/s
141.147.51.23,443,true,FRA,Europe,Frankfurt,DE,228 ms,2198 kB/s
47.74.5.150,2053,true,HKG,Asia Pacific,Hong Kong,HK,134 ms,2197 kB/s
8.222.145.110,2083,true,SIN,Asia Pacific,Singapore,SG,197 ms,2197 kB/s
8.222.224.163,8443,true,SIN,Asia Pacific,Singapore,SG,208 ms,2193 kB/s
158.178.246.169,2083,true,SIN,Asia Pacific,Singapore,SG,227 ms,2190 kB/s
8.219.145.245,2053,true,SIN,Asia Pacific,Singapore,SG,185 ms,2183 kB/s
8.219.253.18,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,2170 kB/s
158.101.149.122,2096,true,NRT,Asia Pacific,Tokyo,JP,103 ms,2166 kB/s
131.186.44.38,8443,true,HKG,Asia Pacific,Hong Kong,HK,171 ms,2142 kB/s
8.219.51.211,2083,true,SIN,Asia Pacific,Singapore,SG,186 ms,2107 kB/s
8.219.77.222,2053,true,SIN,Asia Pacific,Singapore,SG,187 ms,2099 kB/s
8.222.227.191,8443,true,SIN,Asia Pacific,Singapore,SG,204 ms,2099 kB/s
150.230.212.9,2083,true,NRT,Asia Pacific,Tokyo,JP,99 ms,2096 kB/s
141.148.235.53,443,true,FRA,Europe,Frankfurt,DE,265 ms,2089 kB/s
150.230.213.95,8443,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,2079 kB/s
8.219.99.169,2053,true,SIN,Asia Pacific,Singapore,SG,202 ms,2073 kB/s
8.219.213.133,2083,true,SIN,Asia Pacific,Singapore,SG,213 ms,2055 kB/s
8.222.212.116,2053,true,SIN,Asia Pacific,Singapore,SG,191 ms,2033 kB/s
47.245.114.163,2083,true,SIN,Asia Pacific,Singapore,SG,189 ms,2026 kB/s
8.222.168.234,2053,true,SIN,Asia Pacific,Singapore,SG,186 ms,2026 kB/s
8.222.244.192,2087,true,SIN,Asia Pacific,Singapore,SG,207 ms,2023 kB/s
8.219.142.191,8443,true,SIN,Asia Pacific,Singapore,SG,189 ms,2004 kB/s
47.245.114.163,2087,true,SIN,Asia Pacific,Singapore,SG,231 ms,2001 kB/s
8.222.219.252,2053,true,SIN,Asia Pacific,Singapore,SG,199 ms,1999 kB/s
8.219.184.92,2083,true,SIN,Asia Pacific,Singapore,SG,206 ms,1998 kB/s
8.219.6.187,2053,true,SIN,Asia Pacific,Singapore,SG,184 ms,1997 kB/s
8.222.244.192,2083,true,SIN,Asia Pacific,Singapore,SG,197 ms,1988 kB/s
132.226.206.102,443,true,FRA,Europe,Frankfurt,DE,228 ms,1966 kB/s
150.230.214.218,2053,true,HKG,Asia Pacific,Hong Kong,HK,171 ms,1962 kB/s
8.222.211.124,8443,true,SIN,Asia Pacific,Singapore,SG,192 ms,1951 kB/s
8.222.184.198,2087,true,SIN,Asia Pacific,Singapore,SG,192 ms,1945 kB/s
144.21.62.243,443,true,FRA,Europe,Frankfurt,DE,235 ms,1927 kB/s
8.219.245.232,2087,true,SIN,Asia Pacific,Singapore,SG,202 ms,1921 kB/s
47.74.5.150,2083,true,HKG,Asia Pacific,Hong Kong,HK,134 ms,1915 kB/s
150.230.192.173,2053,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,1905 kB/s
8.222.187.107,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,1898 kB/s
131.186.46.75,2053,true,NRT,Asia Pacific,Tokyo,JP,101 ms,1897 kB/s
8.222.180.86,2087,true,SIN,Asia Pacific,Singapore,SG,189 ms,1855 kB/s
168.138.195.31,2096,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,1838 kB/s
8.222.129.245,2096,true,SIN,Asia Pacific,Singapore,SG,192 ms,1797 kB/s
8.222.167.8,2087,true,SIN,Asia Pacific,Singapore,SG,186 ms,1794 kB/s
158.101.152.221,2087,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,1779 kB/s
131.186.63.35,8443,true,HKG,Asia Pacific,Hong Kong,HK,161 ms,1775 kB/s
138.3.210.114,2083,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,1775 kB/s
47.74.12.139,2087,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,1760 kB/s
8.222.168.24,2096,true,SIN,Asia Pacific,Singapore,SG,198 ms,1748 kB/s
47.74.5.150,8443,true,NRT,Asia Pacific,Tokyo,JP,67 ms,1721 kB/s
141.147.99.76,443,true,FRA,Europe,Frankfurt,DE,239 ms,1721 kB/s
141.147.103.61,443,true,FRA,Europe,Frankfurt,DE,257 ms,1695 kB/s
132.145.120.182,2096,true,NRT,Asia Pacific,Tokyo,JP,109 ms,1686 kB/s
8.222.238.141,2096,true,SIN,Asia Pacific,Singapore,SG,192 ms,1684 kB/s
168.138.161.0,2083,true,SIN,Asia Pacific,Singapore,SG,211 ms,1656 kB/s
8.219.222.98,2083,true,SIN,Asia Pacific,Singapore,SG,187 ms,1653 kB/s
8.219.6.187,2096,true,SIN,Asia Pacific,Singapore,SG,206 ms,1633 kB/s
158.178.242.56,2087,true,SIN,Asia Pacific,Singapore,SG,219 ms,1617 kB/s
130.162.219.95,443,true,FRA,Europe,Frankfurt,DE,261 ms,1592 kB/s
141.147.167.44,8443,true,NRT,Asia Pacific,Tokyo,JP,100 ms,1588 kB/s
143.47.252.216,443,true,FRA,Europe,Frankfurt,DE,237 ms,1587 kB/s
8.219.222.98,2087,true,SIN,Asia Pacific,Singapore,SG,212 ms,1578 kB/s
8.219.170.58,2053,true,SIN,Asia Pacific,Singapore,SG,190 ms,1571 kB/s
8.222.224.163,2087,true,SIN,Asia Pacific,Singapore,SG,218 ms,1559 kB/s
129.159.83.88,8443,true,IAD,North America,Ashburn,US,218 ms,1550 kB/s
141.147.4.80,443,true,FRA,Europe,Frankfurt,DE,230 ms,1546 kB/s
8.222.150.197,2087,true,SIN,Asia Pacific,Singapore,SG,197 ms,1536 kB/s
47.74.13.94,2053,true,NRT,Asia Pacific,Tokyo,JP,66 ms,1535 kB/s
130.162.211.207,8443,true,FRA,Europe,Frankfurt,DE,230 ms,1520 kB/s
158.101.69.144,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,1494 kB/s
8.219.51.211,8443,true,SIN,Asia Pacific,Singapore,SG,196 ms,1489 kB/s
132.145.127.51,2083,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,1479 kB/s
47.254.66.75,443,true,SJC,North America,San Jose,US,160 ms,1463 kB/s
8.222.167.147,2083,true,SIN,Asia Pacific,Singapore,SG,192 ms,1461 kB/s
155.248.176.28,2053,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,1454 kB/s
47.245.37.12,2087,true,SIN,Asia Pacific,Singapore,SG,145 ms,1452 kB/s
141.144.206.0,443,true,FRA,Europe,Frankfurt,DE,236 ms,1450 kB/s
132.145.117.216,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,1449 kB/s
8.219.112.75,2096,true,SIN,Asia Pacific,Singapore,SG,184 ms,1428 kB/s
141.147.65.204,443,true,AMS,Europe,Amsterdam,NL,248 ms,1421 kB/s
141.147.168.13,2087,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,1420 kB/s
8.222.175.78,2096,true,SIN,Asia Pacific,Singapore,SG,189 ms,1397 kB/s
8.219.79.74,2053,true,SIN,Asia Pacific,Singapore,SG,187 ms,1384 kB/s
132.145.117.216,2083,true,LAX,North America,Los Angeles,US,202 ms,1381 kB/s
8.219.139.13,2096,true,SIN,Asia Pacific,Singapore,SG,196 ms,1372 kB/s
132.145.121.123,2053,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,1364 kB/s
8.219.222.8,2087,true,SIN,Asia Pacific,Singapore,SG,190 ms,1361 kB/s
152.70.98.174,2053,true,SIN,Asia Pacific,Singapore,SG,176 ms,1358 kB/s
8.222.169.182,2053,true,SIN,Asia Pacific,Singapore,SG,192 ms,1356 kB/s
131.186.34.11,2087,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,1346 kB/s
8.222.226.92,443,true,SIN,Asia Pacific,Singapore,SG,196 ms,1334 kB/s
8.219.63.193,2096,true,SIN,Asia Pacific,Singapore,SG,201 ms,1325 kB/s
8.222.134.170,8443,true,SIN,Asia Pacific,Singapore,SG,194 ms,1311 kB/s
8.222.180.86,2053,true,SIN,Asia Pacific,Singapore,SG,197 ms,1309 kB/s
141.147.72.40,443,true,FRA,Europe,Frankfurt,DE,254 ms,1308 kB/s
141.144.224.172,443,true,FRA,Europe,Frankfurt,DE,229 ms,1296 kB/s
158.101.159.212,8443,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,1293 kB/s
138.2.13.200,2096,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,1283 kB/s
8.222.167.147,8443,true,SIN,Asia Pacific,Singapore,SG,193 ms,1283 kB/s
155.248.167.70,2053,true,HKG,Asia Pacific,Hong Kong,HK,171 ms,1282 kB/s
8.222.152.165,2083,true,SIN,Asia Pacific,Singapore,SG,199 ms,1280 kB/s
138.2.0.217,2053,true,HKG,Asia Pacific,Hong Kong,HK,161 ms,1259 kB/s
141.148.227.56,443,true,FRA,Europe,Frankfurt,DE,253 ms,1227 kB/s
8.222.129.245,2087,true,SIN,Asia Pacific,Singapore,SG,185 ms,1191 kB/s
8.222.240.47,2053,true,SIN,Asia Pacific,Singapore,SG,194 ms,1180 kB/s
8.219.100.168,2053,true,SIN,Asia Pacific,Singapore,SG,200 ms,1173 kB/s
8.222.133.247,8443,true,SIN,Asia Pacific,Singapore,SG,191 ms,1165 kB/s
8.222.229.22,2096,true,SIN,Asia Pacific,Singapore,SG,232 ms,1156 kB/s
193.123.39.35,443,true,FRA,Europe,Frankfurt,DE,236 ms,1127 kB/s
141.147.84.14,443,true,FRA,Europe,Frankfurt,DE,264 ms,1120 kB/s
8.222.184.198,8443,true,SIN,Asia Pacific,Singapore,SG,187 ms,1119 kB/s
8.222.160.61,2083,true,SIN,Asia Pacific,Singapore,SG,198 ms,1095 kB/s
141.147.99.226,443,true,FRA,Europe,Frankfurt,DE,240 ms,1092 kB/s
158.101.150.126,2053,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,1077 kB/s
47.245.114.163,2053,true,SIN,Asia Pacific,Singapore,SG,215 ms,1069 kB/s
150.230.22.81,443,true,FRA,Europe,Frankfurt,DE,248 ms,1066 kB/s
8.219.210.64,2083,true,SIN,Asia Pacific,Singapore,SG,193 ms,1031 kB/s
152.70.106.13,8443,true,NRT,Asia Pacific,Tokyo,JP,96 ms,1021 kB/s
8.219.115.215,2053,true,SIN,Asia Pacific,Singapore,SG,207 ms,1019 kB/s
193.123.62.12,443,true,FRA,Europe,Frankfurt,DE,225 ms,1009 kB/s
8.219.173.233,2053,true,SIN,Asia Pacific,Singapore,SG,214 ms,1007 kB/s
8.219.142.191,2083,true,SIN,Asia Pacific,Singapore,SG,198 ms,1007 kB/s
8.219.200.145,2096,true,SIN,Asia Pacific,Singapore,SG,191 ms,1003 kB/s
8.222.129.245,2053,true,SIN,Asia Pacific,Singapore,SG,186 ms,1000 kB/s
8.219.101.138,2053,true,SIN,Asia Pacific,Singapore,SG,214 ms,990 kB/s
8.219.186.189,2083,true,SIN,Asia Pacific,Singapore,SG,204 ms,986 kB/s
47.243.183.127,2096,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,979 kB/s
47.74.49.62,8443,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,958 kB/s
138.2.14.248,2087,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,958 kB/s
8.222.160.176,2083,true,SIN,Asia Pacific,Singapore,SG,185 ms,952 kB/s
150.230.20.148,443,true,FRA,Europe,Frankfurt,DE,255 ms,947 kB/s
150.230.222.185,2087,true,NRT,Asia Pacific,Tokyo,JP,98 ms,947 kB/s
158.101.70.155,2087,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,946 kB/s
193.123.34.33,443,true,FRA,Europe,Frankfurt,DE,264 ms,943 kB/s
150.230.23.123,443,true,FRA,Europe,Frankfurt,DE,265 ms,935 kB/s
131.186.44.38,2087,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,927 kB/s
8.222.229.102,2087,true,SIN,Asia Pacific,Singapore,SG,192 ms,922 kB/s
138.2.104.2,2053,true,SIN,Asia Pacific,Singapore,SG,206 ms,912 kB/s
132.145.124.198,2053,true,NRT,Asia Pacific,Tokyo,JP,95 ms,911 kB/s
168.138.184.64,2087,true,SIN,Asia Pacific,Singapore,SG,217 ms,910 kB/s
8.219.139.13,2087,true,SIN,Asia Pacific,Singapore,SG,190 ms,908 kB/s
8.222.164.44,8443,true,SIN,Asia Pacific,Singapore,SG,190 ms,905 kB/s
140.238.35.138,2096,true,NRT,Asia Pacific,Tokyo,JP,97 ms,900 kB/s
8.222.174.108,2083,true,SIN,Asia Pacific,Singapore,SG,197 ms,894 kB/s
129.159.37.136,8443,true,SJC,North America,San Jose,US,169 ms,888 kB/s
193.123.94.216,443,true,DXB,Middle East,Dubai,AE,238 ms,886 kB/s
8.222.180.86,8443,true,SIN,Asia Pacific,Singapore,SG,189 ms,882 kB/s
158.178.242.56,2053,true,SIN,Asia Pacific,Singapore,SG,217 ms,865 kB/s
140.238.35.195,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,862 kB/s
141.147.182.70,2053,true,NRT,Asia Pacific,Tokyo,JP,95 ms,857 kB/s
47.245.37.12,8443,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,856 kB/s
168.138.212.74,8443,true,NRT,Asia Pacific,Tokyo,JP,104 ms,851 kB/s
131.186.47.223,2096,true,NRT,Asia Pacific,Tokyo,JP,97 ms,842 kB/s
47.74.43.95,2053,true,SIN,Asia Pacific,Singapore,SG,143 ms,841 kB/s
129.159.200.160,443,true,FRA,Europe,Frankfurt,DE,234 ms,838 kB/s
144.21.32.193,2087,true,AMS,Europe,Amsterdam,NL,273 ms,833 kB/s
141.144.204.27,8443,true,AMS,Europe,Amsterdam,NL,239 ms,831 kB/s
8.219.245.232,8443,true,SIN,Asia Pacific,Singapore,SG,200 ms,831 kB/s
8.222.205.210,443,true,SIN,Asia Pacific,Singapore,SG,185 ms,828 kB/s
143.47.182.56,2053,true,AMS,Europe,Amsterdam,NL,238 ms,824 kB/s
8.219.213.133,2053,true,SIN,Asia Pacific,Singapore,SG,211 ms,819 kB/s
8.222.221.197,2087,true,SIN,Asia Pacific,Singapore,SG,202 ms,813 kB/s
152.70.106.13,2083,true,NRT,Asia Pacific,Tokyo,JP,98 ms,810 kB/s
130.61.192.181,443,true,FRA,Europe,Frankfurt,DE,254 ms,809 kB/s
8.222.168.24,2053,true,SIN,Asia Pacific,Singapore,SG,187 ms,778 kB/s
8.222.224.162,2053,true,SIN,Asia Pacific,Singapore,SG,203 ms,777 kB/s
8.219.101.72,2096,true,SIN,Asia Pacific,Singapore,SG,214 ms,772 kB/s
150.230.222.185,2053,true,NRT,Asia Pacific,Tokyo,JP,100 ms,752 kB/s
132.145.121.175,2053,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,746 kB/s
8.222.184.198,2053,true,SIN,Asia Pacific,Singapore,SG,208 ms,746 kB/s
152.67.138.116,443,true,FRA,Europe,Frankfurt,DE,246 ms,740 kB/s
150.230.109.138,8443,true,NRT,Asia Pacific,Tokyo,JP,104 ms,737 kB/s
168.138.195.31,2087,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,736 kB/s
8.219.99.169,2087,true,SIN,Asia Pacific,Singapore,SG,215 ms,735 kB/s
8.222.238.141,2087,true,SIN,Asia Pacific,Singapore,SG,186 ms,720 kB/s
158.101.145.246,2087,true,SIN,Asia Pacific,Singapore,SG,170 ms,710 kB/s
8.222.145.164,8443,true,SIN,Asia Pacific,Singapore,SG,185 ms,705 kB/s
8.219.249.38,2087,true,SIN,Asia Pacific,Singapore,SG,212 ms,705 kB/s
8.222.128.131,2053,true,SIN,Asia Pacific,Singapore,SG,187 ms,699 kB/s
8.222.190.225,2053,true,SIN,Asia Pacific,Singapore,SG,189 ms,697 kB/s
141.147.40.44,2053,true,FRA,Europe,Frankfurt,DE,246 ms,696 kB/s
8.222.136.196,2053,true,SIN,Asia Pacific,Singapore,SG,191 ms,694 kB/s
8.222.180.86,2096,true,SIN,Asia Pacific,Singapore,SG,206 ms,686 kB/s
8.222.187.107,8443,true,SIN,Asia Pacific,Singapore,SG,186 ms,675 kB/s
8.219.142.229,2053,true,SIN,Asia Pacific,Singapore,SG,210 ms,672 kB/s
47.242.17.250,2083,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,663 kB/s
8.222.146.222,2087,true,SIN,Asia Pacific,Singapore,SG,196 ms,657 kB/s
8.222.229.22,8443,true,SIN,Asia Pacific,Singapore,SG,189 ms,656 kB/s
158.101.152.221,2096,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,656 kB/s
130.162.191.187,443,true,FRA,Europe,Frankfurt,DE,264 ms,653 kB/s
8.222.144.219,8443,true,SIN,Asia Pacific,Singapore,SG,194 ms,652 kB/s
8.222.219.252,8443,true,SIN,Asia Pacific,Singapore,SG,190 ms,627 kB/s
144.21.38.153,443,true,FRA,Europe,Frankfurt,DE,236 ms,620 kB/s
141.147.160.221,2053,true,NRT,Asia Pacific,Tokyo,JP,102 ms,614 kB/s
144.24.173.250,2096,true,FRA,Europe,Frankfurt,DE,244 ms,614 kB/s
140.238.32.184,2083,true,NRT,Asia Pacific,Tokyo,JP,104 ms,608 kB/s
143.47.251.208,443,true,FRA,Europe,Frankfurt,DE,235 ms,601 kB/s
8.222.144.50,2053,true,SIN,Asia Pacific,Singapore,SG,197 ms,601 kB/s
47.241.209.61,443,true,SIN,Asia Pacific,Singapore,SG,68 ms,588 kB/s
168.138.215.188,2096,true,NRT,Asia Pacific,Tokyo,JP,102 ms,584 kB/s
8.222.211.124,2083,true,SIN,Asia Pacific,Singapore,SG,189 ms,579 kB/s
8.219.58.64,443,true,SIN,Asia Pacific,Singapore,SG,183 ms,578 kB/s
168.138.70.29,443,true,YYZ,North America,Toronto,CA,246 ms,567 kB/s
8.222.145.110,2087,true,SIN,Asia Pacific,Singapore,SG,188 ms,560 kB/s
8.219.248.170,2096,true,SIN,Asia Pacific,Singapore,SG,203 ms,558 kB/s
158.101.216.118,443,true,FRA,Europe,Frankfurt,DE,260 ms,555 kB/s
8.222.167.8,2053,true,SIN,Asia Pacific,Singapore,SG,193 ms,553 kB/s
8.219.253.185,2096,true,SIN,Asia Pacific,Singapore,SG,205 ms,544 kB/s
8.219.77.222,2096,true,SIN,Asia Pacific,Singapore,SG,201 ms,542 kB/s
129.159.195.150,443,true,FRA,Europe,Frankfurt,DE,243 ms,540 kB/s
131.186.41.82,8443,true,NRT,Asia Pacific,Tokyo,JP,103 ms,537 kB/s
8.222.252.150,8443,true,SIN,Asia Pacific,Singapore,SG,197 ms,537 kB/s
8.219.126.240,2083,true,SIN,Asia Pacific,Singapore,SG,195 ms,534 kB/s
47.245.90.176,2053,true,SIN,Asia Pacific,Singapore,SG,199 ms,531 kB/s
158.101.140.255,2083,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,528 kB/s
8.222.136.247,2083,true,SIN,Asia Pacific,Singapore,SG,214 ms,525 kB/s
8.222.169.182,2083,true,SIN,Asia Pacific,Singapore,SG,206 ms,524 kB/s
8.219.245.232,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,521 kB/s
141.147.100.119,443,true,FRA,Europe,Frankfurt,DE,249 ms,520 kB/s
8.222.190.225,8443,true,SIN,Asia Pacific,Singapore,SG,187 ms,515 kB/s
150.230.216.117,2096,true,NRT,Asia Pacific,Tokyo,JP,96 ms,512 kB/s
47.245.12.38,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,508 kB/s
192.9.234.146,443,true,SJC,North America,San Jose,US,139 ms,505 kB/s
47.242.59.216,443,true,HKG,Asia Pacific,Hong Kong,HK,32 ms,500 kB/s
8.222.168.155,2087,true,SIN,Asia Pacific,Singapore,SG,212 ms,489 kB/s
141.147.160.221,2087,true,NRT,Asia Pacific,Tokyo,JP,103 ms,489 kB/s
8.219.245.232,2083,true,SIN,Asia Pacific,Singapore,SG,203 ms,480 kB/s
138.2.13.200,2053,true,NRT,Asia Pacific,Tokyo,JP,104 ms,479 kB/s
8.219.51.211,2096,true,SIN,Asia Pacific,Singapore,SG,192 ms,479 kB/s
8.222.152.165,2087,true,SIN,Asia Pacific,Singapore,SG,185 ms,478 kB/s
138.2.132.17,443,true,AMS,Europe,Amsterdam,NL,260 ms,471 kB/s
158.178.242.5,8443,true,SIN,Asia Pacific,Singapore,SG,220 ms,468 kB/s
140.238.82.48,443,true,FRA,Europe,Frankfurt,DE,236 ms,465 kB/s
132.226.6.5,2053,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,464 kB/s
158.178.246.169,2096,true,SIN,Asia Pacific,Singapore,SG,217 ms,463 kB/s
141.147.167.44,2096,true,NRT,Asia Pacific,Tokyo,JP,102 ms,458 kB/s
155.248.178.235,2096,true,NRT,Asia Pacific,Tokyo,JP,103 ms,456 kB/s
8.222.153.11,2096,true,LAX,North America,Los Angeles,US,384 ms,451 kB/s
8.222.160.176,2087,true,SIN,Asia Pacific,Singapore,SG,196 ms,449 kB/s
8.222.167.8,2096,true,SIN,Asia Pacific,Singapore,SG,195 ms,441 kB/s
8.219.147.58,2083,true,SIN,Asia Pacific,Singapore,SG,190 ms,441 kB/s
8.219.93.85,2096,true,SIN,Asia Pacific,Singapore,SG,191 ms,435 kB/s
8.222.146.222,8443,true,SIN,Asia Pacific,Singapore,SG,196 ms,434 kB/s
130.61.109.6,2096,true,FRA,Europe,Frankfurt,DE,254 ms,432 kB/s
165.1.79.60,8443,true,SJC,North America,San Jose,US,130 ms,431 kB/s
8.219.222.8,8443,true,SIN,Asia Pacific,Singapore,SG,207 ms,429 kB/s
47.74.49.62,2053,true,HKG,Asia Pacific,Hong Kong,HK,153 ms,428 kB/s
8.219.100.168,8443,true,SIN,Asia Pacific,Singapore,SG,195 ms,422 kB/s
8.222.240.47,2096,true,SIN,Asia Pacific,Singapore,SG,197 ms,421 kB/s
8.219.111.175,8443,true,SIN,Asia Pacific,Singapore,SG,186 ms,419 kB/s
47.245.58.175,2083,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,419 kB/s
141.147.6.82,443,true,FRA,Europe,Frankfurt,DE,261 ms,418 kB/s
8.219.115.215,2083,true,SIN,Asia Pacific,Singapore,SG,214 ms,416 kB/s
8.222.129.245,2083,true,SIN,Asia Pacific,Singapore,SG,195 ms,416 kB/s
158.101.222.248,443,true,FRA,Europe,Frankfurt,DE,240 ms,413 kB/s
47.242.59.216,2083,true,HKG,Asia Pacific,Hong Kong,HK,35 ms,413 kB/s
